TCP_retransmission,RTT,throughput,cluster_id
4634220.4389567645,436.9320645089342,3950.899290403995,0
9399660.615927722,42.19859703222458,1433.9474414621618,1
3512507.354577087,49.27825962397042,20192.848434603362,2
